GuardiumVersion,OSName,OSVersion,DatabaseName,DatabaseVersion,Network traffic,Local traffic,Encrypted traffic,Shared Memory,Kerberos,Blocking,Redaction,UID Chain,Compression,Query Rewrite,Instance Discovery,Protocol,Notes
"('11', '11.1', '11.2', '11.3', '11.4')",('HP-UX'),"('HP-UX 11.23 PA-RISC, 11.23 IA-64', 'HP-UX 11.31 PA-RISC, 11.31 IA-64')",('DB2 Purescale'),"('DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5', 'DB2 Purescale 11')","DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1', '11.2', '11.3')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 9.8'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('DB2 Purescale'),"('DB2 Purescale 10.5', 'DB2 Purescale 11')","DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4')",('HP-UX'),('HP-UX 11.21 PA-RISC'),('DB2 Purescale'),"('DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1')",('HP-UX'),('HP-UX 11.11 PA-RISC'),('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 11'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1', '11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('DB2 Purescale'),('DB2 Purescale 9.8'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1')",('HP-UX'),"('HP-UX 11.23 PA-RISC, 11.23 IA-64', 'HP-UX 11.31 PA-RISC, 11.31 IA-64')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1')",('Solaris'),('Solaris 10'),('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3')",('AIX'),('AIX 6.1'),('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
('11.4'),('AIX'),"('AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 11'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
('11.4'),('AIX'),"('AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 9.8'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1', '11.2', '11.3', '11.4')",('Ubuntu'),"('Ubuntu 14.04', 'Ubuntu 16.04', 'Ubuntu 18.0')",('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.8')",K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4')",('Debian'),"('Debian 10', 'Debian 9.3', 'Debian 9.4')",('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.8')",K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,SSL Encryption supported only using DB2 EXIT
"('11.3', '11.4')",('Ubuntu'),('Ubuntu 20.04'),('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.8')",K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,SSL Encryption supported only using DB2 EXIT
"('11', '11.1', '11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),"('DB2 Purescale 10.5', 'DB2 Purescale 11', 'DB2 Purescale 9.7', 'DB2 Purescale 9.8')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT. SLES 11 PPC64 (Big Endian system only)
"('11', '11.1')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT. SLES 11 PPC64 (Big Endian system only)
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('DB2 Purescale'),"('DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1')",('Red Hat'),"('Red Hat 4', 'Red Hat 5', 'Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6', 'Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9')",('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5')",('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3')",('Red Hat'),('Red Hat 5'),('DB2 Purescale'),"('DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 8'),('DB2 Purescale'),"('DB2 Purescale 11', 'DB2 Purescale 9.7')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 6'),('DB2 Purescale'),('DB2 Purescale 11'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1', '11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 6'),('DB2 Purescale'),('DB2 Purescale 9.8'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1')",('Red Hat'),('Red Hat 4'),('DB2 Purescale'),('DB2 Purescale 11'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1')",('Red Hat'),('Red Hat 4'),('DB2 Purescale'),('DB2 Purescale 9.8'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.1'),('Red Hat'),('Red Hat 8'),('DB2 Purescale'),"('DB2 Purescale 10.1', 'DB2 Purescale 10.5')","DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3')",('Red Hat'),('Red Hat 5'),('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),"('Red Hat 6', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 7.6'),('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3')",('Red Hat'),('Red Hat 5'),('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SLES 11 PPC64 (Big Endian system only)
"('11.2', '11.3', '11.4')",('HP-UX'),"('HP-UX 11.21 PA-RISC', 'HP-UX 11.23 PA-RISC, 11.23 IA-64', 'HP-UX 11.31 PA-RISC, 11.31 IA-64')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3')",('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4')",('AIX'),('AIX 7.1'),('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4')",('Solaris'),('Solaris 10'),('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
('11.4'),('AIX'),"('AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
"('11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP",K-TAP,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT. SLES 11 PPC64 (Big Endian system only)
"('11.2', '11.3', '11.4')",('Red Hat'),('Red Hat 7'),('DB2 Purescale'),('DB2 Purescale 10.1'),"DB2 Exit, K-TAP","Teradata Exit, K-TAP",DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,SSL Encryption supported only using DB2 EXIT; Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11.2', '11.3', '11.4')",('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP","Teradata Exit, K-TAP",DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SLES 11 PPC64 (Big Endian system only)
"('11.2', '11.3', '11.4')",('AIX'),('AIX 7.2'),('DB2 Purescale'),('DB2 Purescale 10.5'),"DB2 Exit, K-TAP","Teradata Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SSL Encryption supported only using DB2 EXIT
('11.1'),('Red Hat'),"('Red Hat 4', 'Red Hat 5', 'Red Hat 6', 'Red Hat 7', 'Red Hat 7.1', 'Red Hat 7.2', 'Red Hat 7.3', 'Red Hat 7.4', 'Red Hat 7.5', 'Red Hat 7.6')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.1'),('Zlinux'),"('Zlinux Red Hat 4', 'Zlinux Red Hat 5', 'Zlinux Red Hat 6', 'Zlinux Red Hat 7', 'Zlinux Red Hat 7.1', 'Zlinux Red Hat 7.2', 'Zlinux Red Hat 7.3', 'Zlinux Red Hat 7.4', 'Zlinux Red Hat 7.5', 'Zlinux Red Hat 7.6')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,K-TAP,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.1'),('Suse'),"('Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,null,Yes,N/A,SLES 11 PPC64 (Big Endian system only)
('11.1'),('Zlinux'),"('Zlinux Suse 11 (32 bit & 64 bit)')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,null,Yes,N/A,SLES 11 PPC64 (Big Endian system only)
('11.1'),('Suse'),('Suse 12 (64 bit)'),('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,null,Yes,N/A,SLES 12 PPC64LE (Little Endian system only)
('11.1'),('Zlinux'),('Zlinux Suse 12 (64 bit)'),('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,K-TAP,K-TAP,null,Yes,N/A,SLES 12 PPC64LE (Little Endian system only)
('11.1'),('Solaris'),('Solaris 11.4'),('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,K-TAP,K-TAP,null,Yes,N/A,With V11.0 Stap
('11.1'),('AIX'),"('AIX 6.1', 'AIX 7.1', 'AIX 7.2')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,K-TAP,null,null,Yes,N/A,null
('11.1'),('Solaris'),"('Solaris 10', 'Solaris 11.1', 'Solaris 11.2', 'Solaris 11.3')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
('11.1'),('HP-UX'),"('HP-UX 11.11 PA-RISC', 'HP-UX 11.23 PA-RISC, 11.23 IA-64')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
('11.1'),('HP-UX'),"('HP-UX 11.31 PA-RISC, 11.31 IA-64')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP","DB2 Exit, K-TAP",DB2 Exit,"DB2 Exit, K-TAP",null,"DB2 Exit, K-TAP",K-TAP,K-TAP,K-TAP,null,Yes,N/A,null
('11.1'),('Ubuntu'),"('Ubuntu 14.04', 'Ubuntu 16.04', 'Ubuntu 18.0')",('DB2 Purescale'),('DB2 Purescale 11.5'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
('11.1'),('Zlinux'),('Zlinux Ubuntu 18.0'),('DB2 Purescale'),('DB2 Purescale 11.5'),K-TAP,K-TAP,null,null,null,K-TAP,K-TAP,K-TAP,K-TAP,null,null,N/A,null
('11.1'),('CentOS'),"('CentOS 6x', 'CentOS 7x')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,null
('11.1'),('Red Hat'),"('Red Hat 7.7', 'Red Hat 7.8', 'Red Hat 7.9', 'Red Hat 8')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
('11.1'),('Zlinux'),"('Zlinux Red Hat 7.7', 'Zlinux Red Hat 7.8', 'Zlinux Red Hat 7.9', 'Zlinux Red Hat 8')",('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,K-TAP,Yes,N/A,Little endian and Big endian supported on Power 8 (RHEL 7.x-7.6 PPC64LE)
"('11', '11.1')",('Suse'),('Suse 15 (64 bit)'),('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SLES 12 PPC64LE (Little Endian system only)
"('11', '11.1')",('Zlinux'),('Zlinux Suse 15 (64 bit)'),('DB2 Purescale'),('DB2 Purescale 11.5'),"DB2 Exit, K-TAP",null,DB2 Exit,"DB2 Exit, A-TAP",null,"DB2 Exit, K-TAP, A-TAP (A-TAP with Linux 2.6.36 and higher only)",K-TAP,"DB2 Exit, K-TAP",K-TAP,null,Yes,N/A,SLES 12 PPC64LE (Little Endian system only)
